,date,tweet,word,source_file
4979,2023-12-14,"How do anti-Zionists storm menorah lightings and then claim not to be antisemitic? 

This one happening right now at the menorah opposite the Lincoln Center.",zionist,scraped_tweets_zionist_78810.json
4980,2023-12-14,human society has progressed for thousands of years purely for the purpose of eventually developing lemon flavored arizona iced tea. we do not care about the ugly zionist freak https://t.co/z208i0683F,zionist,scraped_tweets_zionist_78810.json
4981,2023-12-14,"THIS SATURDAY AT 5PM!  I WONT BE THERE BECUZ OF DARLA AT VOYEURS -- BUT AFTER YOU'RE DONE PROTESTING TABU'S ZIONIST WAYS, COME AND SHOW LOVE TO THE 7 BLACK & BROWN, TRANS & NON-BINARY GALAEI WORKERS, WHO GAVE YOU AN AMAZING PRIDE & OURFEST! VOYEURS AT 630!!",zionist,scraped_tweets_zionist_78810.json
4982,2023-12-14,Expect #SheHulk to appear next in #CaptainAmericaBraveNewWorld.,zionist,scraped_tweets_zionist_78810.json
4983,2023-12-14,"Even during the Nakba, Zionists were ashamed of their looting, nowadays it's completely normalized and shared publicly.",zionist,scraped_tweets_zionist_78810.json
4984,2023-12-14,Powerful support by fellow jews in Tel Aviv against Zionists.,zionist,scraped_tweets_zionist_78810.json
4985,2023-12-14,שירי חנוכה במסגדים? פעילי מחאה חדרו הבוקר לבית הכנסת הגדול ברחוב אלנבי בתל אביב והפעילו מקרופונים עם קריאות מואזין.  x.com/kann_news/stat…,zionist,scraped_tweets_zionist_78810.json
4986,2023-12-14,"damn, my childhood was ruled by a bunch of zionists https://x.com/olwestside/sta/olwestside/status/1735369557966045558…",zionist,scraped_tweets_zionist_78810.json
4987,2023-12-14,there’s no better way to prove that you’re not a Zionist than to fill my mentions with dozens of your white Zionist followers like so true girl ,zionist,scraped_tweets_zionist_78810.json
4988,2023-12-14,"Morocco has never expelled its jewish subjects.

The departure of the Moroccan Jews was the consequence of several factors, starting with their strong religiosity and the Zionist propaganda that encouraged them to live in the promised land.",zionist,scraped_tweets_zionist_78810.json
4989,2023-12-14,Where was your Jewish family ethnically cleansed from?,zionist,scraped_tweets_zionist_78810.json
4990,2023-12-14,Wait until palestinian confiscated land from the zionist entity.,zionist,scraped_tweets_zionist_78810.json
4991,2023-12-14,"It’s totally understandable from German perspective. 
Zionists have the best chance to take the trophy of the worst group of people in 80 years from the Germans and they want to help them get it.",zionist,scraped_tweets_zionist_78810.json
4992,2023-12-14,"One by one, Zionist candidates reveal themselves.
Great 
@Neolibtears
 thread as Marianne doubles down on Zionists' narratives on Israel's innocence & lies about Palestinians' call for their freedom  ""From the river to the sea, Palestine will be FREE"" + many more MW tidbits.
Next!",zionist,scraped_tweets_zionist_78810.json
4993,2023-12-14,Lord jesus ,zionist,scraped_tweets_zionist_78810.json
4994,2023-12-14,Samantha Maiden gets off on the genocide of children if your opinion of this Zionist News Corp clown could possibly get any lower,zionist,scraped_tweets_zionist_78810.json
4995,2023-12-14,"Samantha Maiden just declared  on #RadioNational that all the ""mummy bloggers"" protesting about the genocidal bombings in Gaza ""wouldn't be able to find it on a map""... Seriously?#StopTheGenocide",zionist,scraped_tweets_zionist_78810.json
4996,2023-12-14,Sorry I know ur not an idiom Zionist,zionist,scraped_tweets_zionist_78810.json
4997,2023-12-14,"Jenin |  Psyc*op*ths

Israeli soldiers publish scenes showing them riding motorcycles they stole from residents of Jenin in the heart of Jenin refugee camp",zionist,scraped_tweets_zionist_78810.json
4998,2023-12-14,so the teacher threatened to behead a student for not respecting his (the teacher's) Israeli flag.... fascinating that you've gone to such lengths to come up with a headline that obscures the fact that this is a Zionist terror threat against a child.,zionist,scraped_tweets_zionist_78810.json
4999,2023-12-14,Wow I'm gonna become a Zionist now,zionist,scraped_tweets_zionist_31767.json
5000,2023-12-14,Not my senator propagating Zionist talking points to manufacture consent to commit genocide. I know who I’m voting against.,zionist,scraped_tweets_zionist_78810.json
5001,2023-12-14,she replacing that Zionist shit please https://x.com/HWScoops/statu/HWScoops/status/1734922925440938332…,zionist,scraped_tweets_zionist_31767.json
5002,2023-12-14,"Yes of course, you don't need to be a Muslim to stand up for Hamas, you just need to be a Jewish not Zionist-terrorist.",zionist,scraped_tweets_zionist_31767.json
5003,2023-12-14,"Biden Boasts ""I am a Zionist"" - video",zionist,scraped_tweets_zionist_31767.json
5004,2023-12-14,They still look more middle easterners than these zionist only fans streap-tease dancers,zionist,scraped_tweets_zionist_78810.json
5005,2023-12-14,"Violently expansionist with religious symbols, seems pretty Kahanist to me. Or even vanilla Revisionist Zionist but they're both pretty awful",zionist,scraped_tweets_zionist_78810.json
5006,2023-12-14,like what did I do to deserve getting very stupid zionist mental gymnastics on my tl? elon u’ll pay for this,zionist,scraped_tweets_zionist_31767.json
5007,2023-12-14,"Zionists are a disgrace 
Zionists are a disease",zionist,scraped_tweets_zionist_54538.json
